index,r,result,x,y,timestamp,z,jointAngle
1,-88.14705657958984,0,7.2518134117126465,-224.15843200683594,2025-03-30 16:39:59,-116.66705322265625,"(-88.14705657958984, 78.45210266113281, 77.82245635986328, 0.0)"
